header,real:3
11000,-111.133869,55.029691
12000,-111.133869,55.029691
13000,-111.133869,55.029691
14000,-111.133869,55.029691
1000,-110.836724,55.291948
5000,-110.836724,55.291948
7000,-110.836724,55.291948
9000,-110.836724,55.291948
9500,-110.836724,55.291948
13000,-110.836724,55.291948
14000,-110.836724,55.291948
1000,-112.085573,55.466426
5000,-112.085573,55.466426
7000,-112.085573,55.466426
9000,-112.085573,55.466426
9500,-112.085573,55.466426
10000,-112.085573,55.466426
11000,-112.085573,55.466426
12000,-112.085573,55.466426
13000,-112.085573,55.466426
14000,-112.085573,55.466426
1000,-112.240832,55.728205
5000,-112.240832,55.728205
7000,-112.240832,55.728205
9000,-112.240832,55.728205
9500,-112.240832,55.728205
10000,-112.240832,55.728205
11000,-112.240832,55.728205
12000,-112.240832,55.728205
13000,-112.240832,55.728205
14000,-112.240832,55.728205
1000,-110.701562,54.942413
5000,-110.701562,54.942413
7000,-110.701562,54.942413
9000,-110.701562,54.942413
9500,-110.701562,54.942413
10000,-110.701562,54.942413
11000,-110.701562,54.942413
12000,-110.701562,54.942413
13000,-110.701562,54.942413
14000,-110.701562,54.942413
2000,-112.860436,57.211815
3000,-112.860436,57.211815
5000,-112.860436,57.211815
6000,-112.860436,57.211815
10000,-112.860436,57.211815
14000,-112.860436,57.211815
2000,-112.860007,57.124459
3000,-112.860007,57.124459
5000,-112.860007,57.124459
6000,-112.860007,57.124459
10000,-112.860007,57.124459
11000,-112.860007,57.124459
14000,-112.860007,57.124459
1000,-111.362705,54.942377
5000,-111.362705,54.942377
7000,-111.362705,54.942377
9000,-111.362705,54.942377
9500,-111.362705,54.942377
10000,-111.362705,54.942377
11000,-111.362705,54.942377
12000,-111.362705,54.942377
13000,-111.362705,54.942377
14000,-111.362705,54.942377
1000,-110.458996,55.815428
5000,-110.458996,55.815428
7000,-110.458996,55.815428
9000,-110.458996,55.815428
9500,-110.458996,55.815428
10000,-110.458996,55.815428
11000,-110.458996,55.815428
12000,-110.458996,55.815428
13000,-110.458996,55.815428
14000,-110.458996,55.815428
9000,-110.928897,55.90263
9500,-110.928897,55.90263
12000,-110.928897,55.90263
13000,-110.928897,55.90263
5000,-110.46341,56.164565
7000,-110.46341,56.164565
9000,-110.46341,56.164565
9500,-110.46341,56.164565
10000,-110.46341,56.164565
11000,-110.46341,56.164565
12000,-110.46341,56.164565
13000,-110.46341,56.164565
14000,-110.46341,56.164565
1000,-113.208937,57.124429
2000,-113.208937,57.124429
1000,-113.402142,57.211793
2000,-113.402142,57.211793
14000,-113.402142,57.211793
1000,-111.820384,54.956678
5000,-111.820384,54.956678
7000,-111.820384,54.956678
9000,-111.820384,54.956678
9500,-111.820384,54.956678
10000,-111.820384,54.956678
11000,-111.820384,54.956678
12000,-111.820384,54.956678
13000,-111.820384,54.956678
14000,-111.820384,54.956678
7000,-111.972865,54.956666
1000,-112.163207,55.655368
5000,-112.163207,55.655368
7000,-112.163207,55.655368
9000,-112.163207,55.655368
9500,-112.163207,55.655368
10000,-112.163207,55.655368
11000,-112.163207,55.655368
12000,-112.163207,55.655368
13000,-112.163207,55.655368
14000,-112.163207,55.655368
1000,-113.560556,55.742597
4000,-113.560556,55.742597
5000,-113.560556,55.742597
7000,-113.560556,55.742597
9000,-113.560556,55.742597
9500,-113.560556,55.742597
10000,-113.560556,55.742597
11000,-113.560556,55.742597
12000,-113.560556,55.742597
13000,-113.560556,55.742597
14000,-113.560556,55.742597
1000,-110.269446,54.782284
5000,-110.269446,54.782284
7000,-110.269446,54.782284
9000,-110.269446,54.782284
9500,-110.269446,54.782284
10000,-110.269446,54.782284
11000,-110.269446,54.782284
12000,-110.269446,54.782284
13000,-110.269446,54.782284
14000,-110.269446,54.782284
1000,-110.727018,54.869595
5000,-110.727018,54.869595
7000,-110.727018,54.869595
9000,-110.727018,54.869595
9500,-110.727018,54.869595
10000,-110.727018,54.869595
11000,-110.727018,54.869595
12000,-110.727018,54.869595
13000,-110.727018,54.869595
14000,-110.727018,54.869595
1000,-114.42186,55.306778
4000,-114.42186,55.306778
5000,-114.42186,55.306778
7000,-114.42186,55.306778
14000,-114.42186,55.306778
1000,-112.292587,55.568136
5000,-112.292587,55.568136
7000,-112.292587,55.568136
9000,-112.292587,55.568136
9500,-112.292587,55.568136
10000,-112.292587,55.568136
11000,-112.292587,55.568136
12000,-112.292587,55.568136
13000,-112.292587,55.568136
14000,-112.292587,55.568136
5000,-112.625532,56.004325
10000,-112.807359,56.353533
1000,-111.170083,55.219155
5000,-111.170083,55.219155
7000,-111.170083,55.219155
9000,-111.170083,55.219155
9500,-111.170083,55.219155
11000,-111.170083,55.219155
12000,-111.170083,55.219155
13000,-111.170083,55.219155
14000,-111.170083,55.219155
1000,-111.939264,55.219154
5000,-111.939264,55.219154
7000,-111.939264,55.219154
9000,-111.939264,55.219154
9500,-111.939264,55.219154
10000,-111.939264,55.219154
11000,-111.939264,55.219154
12000,-111.939264,55.219154
13000,-111.939264,55.219154
14000,-111.939264,55.219154
1000,-110.869362,55.480858
5000,-110.869362,55.480858
7000,-110.869362,55.480858
9000,-110.869362,55.480858
9500,-110.869362,55.480858
11000,-110.869362,55.480858
12000,-110.869362,55.480858
13000,-110.869362,55.480858
14000,-110.869362,55.480858
1000,-113.508793,55.742612
4000,-113.508793,55.742612
5000,-113.508793,55.742612
7000,-113.508793,55.742612
9000,-113.508793,55.742612
9500,-113.508793,55.742612
10000,-113.508793,55.742612
11000,-113.508793,55.742612
12000,-113.508793,55.742612
13000,-113.508793,55.742612
14000,-113.508793,55.742612
5000,-114.245832,56.005302
1000,-111.759795,55.306425
5000,-111.759795,55.306425
7000,-111.759795,55.306425
9000,-111.759795,55.306425
9500,-111.759795,55.306425
10000,-111.759795,55.306425
11000,-111.759795,55.306425
12000,-111.759795,55.306425
13000,-111.759795,55.306425
14000,-111.759795,55.306425
1000,-111.619816,55.480853
5000,-111.619816,55.480853
7000,-111.619816,55.480853
9000,-111.619816,55.480853
9500,-111.619816,55.480853
10000,-111.619816,55.480853
11000,-111.619816,55.480853
12000,-111.619816,55.480853
13000,-111.619816,55.480853
14000,-111.619816,55.480853
10000,-114.373264,55.74298
1000,-111.734157,55.306419
5000,-111.734157,55.306419
7000,-111.734157,55.306419
9000,-111.734157,55.306419
9500,-111.734157,55.306419
10000,-111.734157,55.306419
11000,-111.734157,55.306419
12000,-111.734157,55.306419
13000,-111.734157,55.306419
14000,-111.734157,55.306419
10000,-110.981122,56.09165
12000,-110.981122,56.09165
13000,-110.981122,56.09165
1000,-110.625306,54.86956
5000,-110.625306,54.86956
7000,-110.625306,54.86956
9000,-110.625306,54.86956
9500,-110.625306,54.86956
10000,-110.625306,54.86956
11000,-110.625306,54.86956
12000,-110.625306,54.86956
13000,-110.625306,54.86956
14000,-110.625306,54.86956
1000,-110.32309,55.131831
5000,-110.32309,55.131831
7000,-110.32309,55.131831
9000,-110.32309,55.131831
9500,-110.32309,55.131831
10000,-110.32309,55.131831
11000,-110.32309,55.131831
12000,-110.32309,55.131831
13000,-110.32309,55.131831
14000,-110.32309,55.131831
1000,-112.170023,55.131862
5000,-112.170023,55.131862
7000,-112.170023,55.131862
9000,-112.170023,55.131862
9500,-112.170023,55.131862
10000,-112.170023,55.131862
11000,-112.170023,55.131862
12000,-112.170023,55.131862
13000,-112.170023,55.131862
2000,-112.752616,56.964406
3000,-112.752616,56.964406
6000,-112.752616,56.964406
10000,-112.752616,56.964406
11000,-112.752616,56.964406
12000,-112.752616,56.964406
13000,-112.752616,56.964406
14000,-112.752616,56.964406
1000,-112.477708,55.233764
5000,-112.477708,55.233764
7000,-112.477708,55.233764
9000,-112.477708,55.233764
9500,-112.477708,55.233764
10000,-112.477708,55.233764
5000,-112.17002,55.321036
7000,-112.17002,55.321036
9000,-112.17002,55.321036
9500,-112.17002,55.321036
10000,-112.17002,55.321036
11000,-112.17002,55.321036
12000,-112.17002,55.321036
13000,-112.17002,55.321036
14000,-112.17002,55.321036
1000,-110.947008,55.495475
5000,-110.947008,55.495475
7000,-110.947008,55.495475
9000,-110.947008,55.495475
9500,-110.947008,55.495475
11000,-110.947008,55.495475
12000,-110.947008,55.495475
13000,-110.947008,55.495475
14000,-110.947008,55.495475
1000,-110.791725,55.669992
5000,-110.791725,55.669992
7000,-110.791725,55.669992
9000,-110.791725,55.669992
9500,-110.791725,55.669992
10000,-110.791725,55.669992
11000,-110.791725,55.669992
12000,-110.791725,55.669992
13000,-110.791725,55.669992
14000,-110.791725,55.669992
5000,-112.033827,55.757251
7000,-112.033827,55.757251
9000,-112.033827,55.757251
9500,-112.033827,55.757251
10000,-112.033827,55.757251
11000,-112.033827,55.757251
12000,-112.033827,55.757251
13000,-112.033827,55.757251
1000,-110.6507,55.05878
5000,-110.6507,55.05878
13000,-110.6507,55.05878
14000,-110.6507,55.05878
9000,-112.728306,56.193659
9500,-112.728306,56.193659
2000,-112.779469,56.891803
3000,-112.779469,56.891803
6000,-112.779469,56.891803
10000,-112.779469,56.891803
11000,-112.779469,56.891803
12000,-112.779469,56.891803
13000,-112.779469,56.891803
1000,-110.828717,54.884229
5000,-110.828717,54.884229
7000,-110.828717,54.884229
9000,-110.828717,54.884229
9500,-110.828717,54.884229
10000,-110.828717,54.884229
11000,-110.828717,54.884229
12000,-110.828717,54.884229
13000,-110.828717,54.884229
14000,-110.828717,54.884229
1000,-112.221305,55.233783
5000,-112.221305,55.233783
7000,-112.221305,55.233783
9000,-112.221305,55.233783
9500,-112.221305,55.233783
10000,-112.221305,55.233783
11000,-112.221305,55.233783
12000,-112.221305,55.233783
13000,-112.221305,55.233783
1000,-112.103488,55.931723
1000,-113.513018,56.018932
4000,-113.513018,56.018932
5000,-113.513018,56.018932
6000,-113.513018,56.018932
9000,-113.513018,56.018932
9500,-113.513018,56.018932
10000,-113.513018,56.018932
11000,-113.513018,56.018932
12000,-113.513018,56.018932
13000,-113.513018,56.018932
1000,-113.289456,57.153522
2000,-113.289456,57.153522
1000,-110.396549,54.884217
5000,-110.396549,54.884217
7000,-110.396549,54.884217
9000,-110.396549,54.884217
9500,-110.396549,54.884217
10000,-110.396549,54.884217
11000,-110.396549,54.884217
12000,-110.396549,54.884217
13000,-110.396549,54.884217
14000,-110.396549,54.884217
1000,-110.549018,55.05878
5000,-110.549018,55.05878
7000,-110.549018,55.05878
9000,-110.549018,55.05878
9500,-110.549018,55.05878
10000,-110.549018,55.05878
11000,-110.549018,55.05878
12000,-110.549018,55.05878
13000,-110.549018,55.05878
14000,-110.549018,55.05878
1000,-112.111454,55.670013
5000,-112.111454,55.670013
7000,-112.111454,55.670013
9000,-112.111454,55.670013
9500,-112.111454,55.670013
10000,-112.111454,55.670013
11000,-112.111454,55.670013
12000,-112.111454,55.670013
13000,-112.111454,55.670013
14000,-112.111454,55.670013
1000,-112.252566,55.058615
5000,-112.252566,55.058615
7000,-112.252566,55.058615
9000,-112.252566,55.058615
9500,-112.252566,55.058615
10000,-112.252566,55.058615
11000,-112.252566,55.058615
12000,-112.252566,55.058615
13000,-112.252566,55.058615
14000,-112.252566,55.058615
1000,-110.429389,55.495458
5000,-110.429389,55.495458
7000,-110.429389,55.495458
9000,-110.429389,55.495458
9500,-110.429389,55.495458
10000,-110.429389,55.495458
11000,-110.429389,55.495458
12000,-110.429389,55.495458
13000,-110.429389,55.495458
2000,-112.673659,56.804346
3000,-112.673659,56.804346
6000,-112.673659,56.804346
9000,-112.673659,56.804346
9500,-112.673659,56.804346
10000,-112.673659,56.804346
11000,-112.673659,56.804346
12000,-112.673659,56.804346
13000,-112.673659,56.804346
14000,-112.673659,56.804346
1000,-111.8204,54.971313
5000,-111.8204,54.971313
7000,-111.8204,54.971313
9000,-111.8204,54.971313
9500,-111.8204,54.971313
10000,-111.8204,54.971313
11000,-111.8204,54.971313
12000,-111.8204,54.971313
13000,-111.8204,54.971313
14000,-111.8204,54.971313
1000,-112.583083,55.058537
5000,-112.583083,55.058537
7000,-112.583083,55.058537
9000,-112.583083,55.058537
9500,-112.583083,55.058537
10000,-112.583083,55.058537
1000,-110.60564,55.422732
5000,-110.60564,55.422732
7000,-110.60564,55.422732
9000,-110.60564,55.422732
9500,-110.60564,55.422732
10000,-110.60564,55.422732
11000,-110.60564,55.422732
12000,-110.60564,55.422732
13000,-110.60564,55.422732
14000,-110.60564,55.422732
1000,-112.473635,55.684496
5000,-112.473635,55.684496
7000,-112.473635,55.684496
9000,-112.473635,55.684496
9500,-112.473635,55.684496
10000,-112.473635,55.684496
11000,-112.473635,55.684496
12000,-112.473635,55.684496
13000,-112.473635,55.684496
1000,-110.455262,55.771691
5000,-110.455262,55.771691
7000,-110.455262,55.771691
9000,-110.455262,55.771691
9500,-110.455262,55.771691
10000,-110.455262,55.771691
11000,-110.455262,55.771691
12000,-110.455262,55.771691
13000,-110.455262,55.771691
14000,-110.455262,55.771691
10000,-113.781939,56.382632
1000,-112.859765,56.644279
1000,-111.489848,54.898635
5000,-111.489848,54.898635
7000,-111.489848,54.898635
9000,-111.489848,54.898635
9500,-111.489848,54.898635
10000,-111.489848,54.898635
11000,-111.489848,54.898635
12000,-111.489848,54.898635
13000,-111.489848,54.898635
14000,-111.489848,54.898635
1000,-111.964906,55.42277
5000,-111.964906,55.42277
7000,-111.964906,55.42277
9000,-111.964906,55.42277
9500,-111.964906,55.42277
10000,-111.964906,55.42277
11000,-111.964906,55.42277
12000,-111.964906,55.42277
13000,-111.964906,55.42277
14000,-111.964906,55.42277
1000,-111.361139,55.597188
5000,-111.361139,55.597188
7000,-111.361139,55.597188
9000,-111.361139,55.597188
9500,-111.361139,55.597188
10000,-111.361139,55.597188
11000,-111.361139,55.597188
12000,-111.361139,55.597188
13000,-111.361139,55.597188
14000,-111.361139,55.597188
5000,-110.58952,55.858965
7000,-110.58952,55.858965
9000,-110.58952,55.858965
9500,-110.58952,55.858965
10000,-110.58952,55.858965
11000,-110.58952,55.858965
12000,-110.58952,55.858965
13000,-110.58952,55.858965
14000,-110.58952,55.858965
1000,-113.408601,56.033377
4000,-113.408601,56.033377
5000,-113.408601,56.033377
6000,-113.408601,56.033377
9000,-113.408601,56.033377
9500,-113.408601,56.033377
10000,-113.408601,56.033377
11000,-113.408601,56.033377
12000,-113.408601,56.033377
13000,-113.408601,56.033377
14000,-113.408601,56.033377
1000,-112.400797,55.335505
5000,-112.400797,55.335505
7000,-112.400797,55.335505
9000,-112.400797,55.335505
9500,-112.400797,55.335505
10000,-112.400797,55.335505
11000,-112.400797,55.335505
12000,-112.400797,55.335505
13000,-112.400797,55.335505
1000,-111.335255,55.597198
5000,-111.335255,55.597198
7000,-111.335255,55.597198
9000,-111.335255,55.597198
9500,-111.335255,55.597198
10000,-111.335255,55.597198
11000,-111.335255,55.597198
12000,-111.335255,55.597198
13000,-111.335255,55.597198
14000,-111.335255,55.597198
1000,-114.089738,55.946867
4000,-114.089738,55.946867
5000,-114.089738,55.946867
6000,-114.089738,55.946867
9000,-114.089738,55.946867
9500,-114.089738,55.946867
10000,-114.089738,55.946867
11000,-114.089738,55.946867
12000,-114.089738,55.946867
13000,-114.089738,55.946867
14000,-114.089738,55.946867
1000,-113.225889,56.033398
4000,-113.225889,56.033398
5000,-113.225889,56.033398
6000,-113.225889,56.033398
9000,-113.225889,56.033398
9500,-113.225889,56.033398
10000,-113.225889,56.033398
11000,-113.225889,56.033398
12000,-113.225889,56.033398
13000,-113.225889,56.033398
14000,-113.225889,56.033398
1000,-110.688196,55.684456
5000,-110.688196,55.684456
7000,-110.688196,55.684456
9000,-110.688196,55.684456
9500,-110.688196,55.684456
10000,-110.688196,55.684456
11000,-110.688196,55.684456
12000,-110.688196,55.684456
13000,-110.688196,55.684456
14000,-110.688196,55.684456
1000,-112.240836,55.684484
5000,-112.240836,55.684484
7000,-112.240836,55.684484
9000,-112.240836,55.684484
9500,-112.240836,55.684484
10000,-112.240836,55.684484
11000,-112.240836,55.684484
12000,-112.240836,55.684484
13000,-112.240836,55.684484
14000,-112.240836,55.684484
2000,-112.780008,56.644294
3000,-112.780008,56.644294
5000,-112.780008,56.644294
6000,-112.780008,56.644294
9000,-112.780008,56.644294
9500,-112.780008,56.644294
10000,-112.780008,56.644294
11000,-112.780008,56.644294
12000,-112.780008,56.644294
13000,-112.780008,56.644294
1000,-110.803309,54.811402
5000,-110.803309,54.811402
7000,-110.803309,54.811402
9000,-110.803309,54.811402
9500,-110.803309,54.811402
10000,-110.803309,54.811402
11000,-110.803309,54.811402
12000,-110.803309,54.811402
13000,-110.803309,54.811402
14000,-110.803309,54.811402
1000,-112.525347,55.771823
7000,-112.525347,55.771823
9000,-112.525347,55.771823
9500,-112.525347,55.771823
10000,-112.525347,55.771823
1000,-113.330294,56.033376
4000,-113.330294,56.033376
5000,-113.330294,56.033376
6000,-113.330294,56.033376
9000,-113.330294,56.033376
9500,-113.330294,56.033376
10000,-113.330294,56.033376
11000,-113.330294,56.033376
12000,-113.330294,56.033376
13000,-113.330294,56.033376
1000,-112.455894,54.985753
5000,-112.455894,54.985753
7000,-112.455894,54.985753
9000,-112.455894,54.985753
9500,-112.455894,54.985753
10000,-112.455894,54.985753
14000,-112.455894,54.985753
10000,-112.477737,55.160957
1000,-110.947008,55.597195
5000,-110.947008,55.597195
7000,-110.947008,55.597195
9000,-110.947008,55.597195
9500,-110.947008,55.597195
10000,-110.947008,55.597195
11000,-110.947008,55.597195
12000,-110.947008,55.597195
13000,-110.947008,55.597195
14000,-110.947008,55.597195
5000,-110.798364,56.12074
7000,-110.798364,56.12074
9000,-110.798364,56.12074
9500,-110.798364,56.12074
10000,-110.798364,56.12074
11000,-110.798364,56.12074
12000,-110.798364,56.12074
13000,-110.798364,56.12074
9000,-110.331681,56.469869
9500,-110.331681,56.469869
4000,-112.860035,56.469851
5000,-112.860035,56.469851
6000,-112.860035,56.469851
9000,-112.860035,56.469851
9500,-112.860035,56.469851
10000,-112.860035,56.469851
1000,-112.913685,57.167971
2000,-112.913685,57.167971
3000,-112.913685,57.167971
6000,-112.913685,57.167971
10000,-112.913685,57.167971
1000,-110.625318,54.826012
5000,-110.625318,54.826012
7000,-110.625318,54.826012
9000,-110.625318,54.826012
9500,-110.625318,54.826012
10000,-110.625318,54.826012
11000,-110.625318,54.826012
12000,-110.625318,54.826012
13000,-110.625318,54.826012
14000,-110.625318,54.826012
14000,-112.631548,55.175556
1000,-110.791724,55.699079
5000,-110.791724,55.699079
7000,-110.791724,55.699079
9000,-110.791724,55.699079
9500,-110.791724,55.699079
10000,-110.791724,55.699079
11000,-110.791724,55.699079
12000,-110.791724,55.699079
13000,-110.791724,55.699079
14000,-110.791724,55.699079
1000,-110.328487,55.960848
5000,-110.328487,55.960848
7000,-110.328487,55.960848
9000,-110.328487,55.960848
9500,-110.328487,55.960848
10000,-110.328487,55.960848
11000,-110.328487,55.960848
12000,-110.328487,55.960848
13000,-110.328487,55.960848
14000,-110.328487,55.960848
1000,-112.701974,56.222719
12000,-112.701974,56.222719
13000,-112.701974,56.222719
1000,-110.657026,55.437369
5000,-110.657026,55.437369
7000,-110.657026,55.437369
9000,-110.657026,55.437369
9500,-110.657026,55.437369
10000,-110.657026,55.437369
11000,-110.657026,55.437369
12000,-110.657026,55.437369
13000,-110.657026,55.437369
14000,-110.657026,55.437369
10000,-111.450907,55.873574
1000,-111.764162,55.960823
5000,-111.764162,55.960823
7000,-111.764162,55.960823
9000,-111.764162,55.960823
9500,-111.764162,55.960823
10000,-111.764162,55.960823
11000,-111.764162,55.960823
12000,-111.764162,55.960823
13000,-111.764162,55.960823
14000,-111.764162,55.960823
10000,-110.981108,56.135362
10000,-112.728349,56.310001
11000,-112.728349,56.310001
12000,-112.728349,56.310001
13000,-112.728349,56.310001
2000,-113.231942,56.833409
3000,-113.231942,56.833409
4000,-113.231942,56.833409
6000,-113.231942,56.833409
2000,-113.391449,56.833406
3000,-113.391449,56.833406
4000,-113.391449,56.833406
14000,-113.391449,56.833406
1000,-110.828714,54.913322
5000,-110.828714,54.913322
7000,-110.828714,54.913322
9000,-110.828714,54.913322
9500,-110.828714,54.913322
10000,-110.828714,54.913322
11000,-110.828714,54.913322
12000,-110.828714,54.913322
13000,-110.828714,54.913322
14000,-110.828714,54.913322
1000,-111.311852,54.913308
5000,-111.311852,54.913308
7000,-111.311852,54.913308
9000,-111.311852,54.913308
9500,-111.311852,54.913308
10000,-111.311852,54.913308
11000,-111.311852,54.913308
12000,-111.311852,54.913308
13000,-111.311852,54.913308
14000,-111.311852,54.913308
5000,-110.554227,55.262848
7000,-110.554227,55.262848
9000,-110.554227,55.262848
9500,-110.554227,55.262848
10000,-110.554227,55.262848
11000,-110.554227,55.262848
12000,-110.554227,55.262848
13000,-110.554227,55.262848
14000,-110.554227,55.262848
1000,-111.631591,55.262882
5000,-111.631591,55.262882
7000,-111.631591,55.262882
9000,-111.631591,55.262882
9500,-111.631591,55.262882
10000,-111.631591,55.262882
11000,-111.631591,55.262882
12000,-111.631591,55.262882
13000,-111.631591,55.262882
1000,-112.111453,55.6991
5000,-112.111453,55.6991
7000,-112.111453,55.6991
9000,-112.111453,55.6991
9500,-112.111453,55.6991
10000,-112.111453,55.6991
11000,-112.111453,55.6991
12000,-112.111453,55.6991
13000,-112.111453,55.6991
14000,-112.111453,55.6991
1000,-114.268012,55.175972
4000,-114.268012,55.175972
5000,-114.268012,55.175972
7000,-114.268012,55.175972
9000,-114.268012,55.175972
9500,-114.268012,55.175972
11000,-114.268012,55.175972
12000,-114.268012,55.175972
13000,-114.268012,55.175972
14000,-114.268012,55.175972
1000,-111.811072,55.262877
5000,-111.811072,55.262877
7000,-111.811072,55.262877
9000,-111.811072,55.262877
9500,-111.811072,55.262877
10000,-111.811072,55.262877
11000,-111.811072,55.262877
12000,-111.811072,55.262877
13000,-111.811072,55.262877
14000,-111.811072,55.262877
1000,-110.429383,55.786335
5000,-110.429383,55.786335
7000,-110.429383,55.786335
9000,-110.429383,55.786335
9500,-110.429383,55.786335
10000,-110.429383,55.786335
11000,-110.429383,55.786335
12000,-110.429383,55.786335
13000,-110.429383,55.786335
7000,-110.589521,55.960859
1000,-112.807359,56.309997
5000,-113.345584,55.087644
14000,-113.345584,55.087644
1000,-112.318461,55.524582
5000,-112.318461,55.524582
7000,-112.318461,55.524582
9000,-112.318461,55.524582
9500,-112.318461,55.524582
10000,-112.318461,55.524582
11000,-112.318461,55.524582
12000,-112.318461,55.524582
13000,-112.318461,55.524582
14000,-112.318461,55.524582
1000,-111.820535,55.014777
5000,-111.820535,55.014777
7000,-111.820535,55.014777
9000,-111.820535,55.014777
9500,-111.820535,55.014777
10000,-111.820535,55.014777
11000,-111.820535,55.014777
12000,-111.820535,55.014777
13000,-111.820535,55.014777
14000,-111.820535,55.014777
1000,-111.972819,55.01483
5000,-111.972819,55.01483
7000,-111.972819,55.01483
9000,-111.972819,55.01483
9500,-111.972819,55.01483
10000,-111.972819,55.01483
11000,-111.972819,55.01483
12000,-111.972819,55.01483
13000,-111.972819,55.01483
14000,-111.972819,55.01483
1000,-113.650373,55.102131
4000,-113.650373,55.102131
5000,-113.650373,55.102131
7000,-113.650373,55.102131
9000,-113.650373,55.102131
9500,-113.650373,55.102131
10000,-113.650373,55.102131
14000,-113.650373,55.102131
1000,-112.298231,55.277311
5000,-112.298231,55.277311
7000,-112.298231,55.277311
9000,-112.298231,55.277311
9500,-112.298231,55.277311
10000,-112.298231,55.277311
11000,-112.298231,55.277311
12000,-112.298231,55.277311
13000,-112.298231,55.277311
14000,-112.298231,55.277311
1000,-113.836681,55.451757
4000,-113.836681,55.451757
5000,-113.836681,55.451757
7000,-113.836681,55.451757
9000,-113.836681,55.451757
9500,-113.836681,55.451757
14000,-113.836681,55.451757
5000,-112.859761,56.586111
6000,-112.859761,56.586111
1000,-112.557543,54.840261
5000,-112.557543,54.840261
7000,-112.557543,54.840261
9000,-112.557543,54.840261
9500,-112.557543,54.840261
10000,-112.557543,54.840261
14000,-112.557543,54.840261
1000,-113.195612,55.364565
4000,-113.195612,55.364565
5000,-113.195612,55.364565
7000,-113.195612,55.364565
9000,-113.195612,55.364565
9500,-113.195612,55.364565
10000,-113.195612,55.364565
11000,-113.195612,55.364565
12000,-113.195612,55.364565
13000,-113.195612,55.364565
14000,-113.195612,55.364565
11000,-112.734174,55.451826
12000,-112.734174,55.451826
13000,-112.734174,55.451826
1000,-112.29259,55.626316
5000,-112.29259,55.626316
7000,-112.29259,55.626316
9000,-112.29259,55.626316
9500,-112.29259,55.626316
10000,-112.29259,55.626316
11000,-112.29259,55.626316
12000,-112.29259,55.626316
13000,-112.29259,55.626316
14000,-112.29259,55.626316
1000,-113.379377,55.713502
4000,-113.379377,55.713502
5000,-113.379377,55.713502
7000,-113.379377,55.713502
9000,-113.379377,55.713502
9500,-113.379377,55.713502
10000,-113.379377,55.713502
11000,-113.379377,55.713502
12000,-113.379377,55.713502
13000,-113.379377,55.713502
14000,-113.379377,55.713502
1000,-110.429381,55.800788
5000,-110.429381,55.800788
7000,-110.429381,55.800788
9000,-110.429381,55.800788
9500,-110.429381,55.800788
10000,-110.429381,55.800788
11000,-110.429381,55.800788
12000,-110.429381,55.800788
13000,-110.429381,55.800788
14000,-110.429381,55.800788
1000,-110.902819,55.887995
5000,-110.902819,55.887995
7000,-110.902819,55.887995
9000,-110.902819,55.887995
9500,-110.902819,55.887995
10000,-110.902819,55.887995
11000,-110.902819,55.887995
12000,-110.902819,55.887995
13000,-110.902819,55.887995
14000,-110.902819,55.887995
1000,-110.549109,54.840482
5000,-110.549109,54.840482
7000,-110.549109,54.840482
9000,-110.549109,54.840482
9500,-110.549109,54.840482
10000,-110.549109,54.840482
11000,-110.549109,54.840482
12000,-110.549109,54.840482
13000,-110.549109,54.840482
14000,-110.549109,54.840482
1000,-112.400797,55.364593
5000,-112.400797,55.364593
7000,-112.400797,55.364593
9000,-112.400797,55.364593
9500,-112.400797,55.364593
10000,-112.400797,55.364593
11000,-112.400797,55.364593
12000,-112.400797,55.364593
13000,-112.400797,55.364593
14000,-112.400797,55.364593
14000,-113.016096,55.364576
1000,-113.631576,55.451787
4000,-113.631576,55.451787
5000,-113.631576,55.451787
7000,-113.631576,55.451787
9000,-113.631576,55.451787
9500,-113.631576,55.451787
10000,-113.631576,55.451787
11000,-113.631576,55.451787
12000,-113.631576,55.451787
13000,-113.631576,55.451787
1000,-112.577202,55.626327
5000,-112.577202,55.626327
7000,-112.577202,55.626327
9000,-112.577202,55.626327
9500,-112.577202,55.626327
10000,-112.577202,55.626327
11000,-112.577202,55.626327
12000,-112.577202,55.626327
13000,-112.577202,55.626327
14000,-112.577202,55.626327
1000,-111.335239,55.800815
1000,-111.042992,56.237213
2000,-112.833169,56.935341
3000,-112.833169,56.935341
6000,-112.833169,56.935341
10000,-112.833169,56.935341
11000,-112.833169,56.935341
12000,-112.833169,56.935341
13000,-112.833169,56.935341
1000,-111.133864,54.840503
5000,-111.133864,54.840503
7000,-111.133864,54.840503
9000,-111.133864,54.840503
9500,-111.133864,54.840503
10000,-111.133864,54.840503
11000,-111.133864,54.840503
12000,-111.133864,54.840503
13000,-111.133864,54.840503
14000,-111.133864,54.840503
1000,-113.144287,55.277305
4000,-113.144287,55.277305
5000,-113.144287,55.277305
7000,-113.144287,55.277305
9000,-113.144287,55.277305
9500,-113.144287,55.277305
10000,-113.144287,55.277305
14000,-113.144287,55.277305
1000,-111.7598,55.451865
5000,-111.7598,55.451865
7000,-111.7598,55.451865
9000,-111.7598,55.451865
9500,-111.7598,55.451865
10000,-111.7598,55.451865
11000,-111.7598,55.451865
12000,-111.7598,55.451865
13000,-111.7598,55.451865
14000,-111.7598,55.451865
1000,-111.566114,55.102303
5000,-111.566114,55.102303
7000,-111.566114,55.102303
