"SitID","HorID","lng","lat","SitID1","SitID2","SitID3","SitID4","SitID5","SitID6","SitID7","SitID8","SitID9","SitID10","SitID11","SitID12","SitID13","SitID14","SitID15","SitID16","SitID17","SitID18","SitID19","SitID20"
163855,5000,-112.785362,55.288324,153421,178076,108145,108150,106602,107363,106573,106594,108778,106600,106584,107385,106617,108786,108156,105788,106608,105792,105786,105796
163855,7000,-112.785362,55.288324,153421,178076,108145,106602,107363,106573,106594,108778,106600,106584,107385,106617,108786,108156,105788,106608,105792,105786,105796,108762
163855,9000,-112.785362,55.288324,153421,178076,108145,106602,107363,106573,106594,108778,106600,106584,107385,106617,108786,108156,105788,106608,105792,105786,105796,108762
163855,9500,-112.785362,55.288324,153421,178076,108145,106602,107363,106573,106594,108778,106600,106584,107385,106617,108786,108156,105788,106608,105792,105786,105796,108762
163855,10000,-112.785362,55.288324,153421,178076,108145,106602,107363,106573,106594,108778,106600,106584,107385,106617,108786,108156,105788,106608,105792,105786,105796,108762
163855,14000,-112.785362,55.288324,153421,178076,108145,106602,107363,106573,106594,108778,106600,106584,106577,106617,108786,108156,108162,105788,106608,105786,105796,108762
163925,1000,-114.627008,55.376039,108245,163923,108294,153567,108229,163921,142218,108306,108915,108911,108889,142140,178277,108236,107548,109402,107467,142123,183487,106841
163925,4000,-114.627008,55.376039,108245,163923,108294,153567,108229,163921,108225,142218,108306,108915,108911,108889,142140,108236,107548,109402,107467,142123,183487,107456
163925,5000,-114.627008,55.376039,108245,163923,108294,153567,108229,163921,108225,142218,108306,108915,108911,108889,142140,178277,108236,109402,107467,142123,183487,106841
163925,7000,-114.627008,55.376039,108245,163923,108294,153567,108229,163921,108225,142218,108306,108915,108911,108889,142140,178277,108236,107548,109402,107467,142123,183487
163925,9000,-114.627008,55.376039,163923,153567,163921,108225,108915,108911,108889,142140,178277,109400,107548,109402,107467,106841,107456,108207,106840,110057,106735,105989
163925,9500,-114.627008,55.376039,163923,153567,163921,108225,108915,108911,108889,142140,178277,109400,107548,109402,107467,106841,107456,108207,106840,110057,106735,105989
163925,10000,-114.627008,55.376039,163923,153567,108225,108889,109402,108207,110054,108872,108206,105968,105987,105984,178196,163993,153498,105963,183527,108196,105929,108199
163925,11000,-114.627008,55.376039,163923,108294,108229,108225,142218,108306,109402,108207,106840,110057,106735,105989,110054,108872,108206,107468,105968,105987,105984,178196
163925,12000,-114.627008,55.376039,163923,108294,108229,108225,142218,108306,109402,108207,106840,110057,106735,105989,110054,108872,108206,107468,105968,105987,105984,178196
163925,13000,-114.627008,55.376039,163923,108294,108229,108225,142218,108306,109402,108207,106840,110057,106735,105989,110054,108872,108206,107468,105968,105987,105984,178196
163925,14000,-114.627008,55.376039,108245,163923,108294,153567,108229,163921,108225,142218,108915,108911,108889,142140,178277,108236,107548,109402,107467,142123,183487,106841
164610,1000,-111.622307,56.160946,164584,164585,154352,154350,114811,114404,154231,154360,178895,154233,154354,164516,113051,164519,154107,164434,154362,178594,178517,178601
164610,5000,-111.622307,56.160946,164584,164585,154352,154350,114810,114404,154231,154360,114409,178895,143689,114833,154233,154354,143700,143717,164516,113051,164519,154107
164610,7000,-111.622307,56.160946,164584,164585,154352,154350,114404,154231,154360,178895,143689,154233,154354,143700,143717,164516,113051,164519,154107,164434,154362,178594
164610,9000,-111.622307,56.160946,164584,164585,154352,154350,114404,154231,154360,178895,143689,154233,154354,143700,143717,164516,113051,164519,154107,164434,154362,178594
164610,9500,-111.622307,56.160946,164584,164585,154352,154350,114404,154231,154360,178895,143689,154233,154354,143700,143717,164516,113051,164519,154107,164434,154362,178594
164610,10000,-111.622307,56.160946,164584,164585,154352,154350,114404,154231,154360,114409,178895,143689,154233,154354,143700,143717,164516,113051,164519,154107,164434,115469
164610,11000,-111.622307,56.160946,164584,164585,154352,154350,114404,154231,154360,114408,178895,143689,154233,154354,143700,143717,164516,113051,164519,154107,164434,154362
164610,12000,-111.622307,56.160946,164584,164585,154352,154350,114404,154231,154360,178895,143689,154233,154354,143700,143717,164516,113051,164519,154107,164434,115469,154362
164610,13000,-111.622307,56.160946,164584,164585,154352,154350,114404,154231,154360,178895,143689,154233,154354,143700,143717,164516,113051,164519,154107,164434,115469,154362
164610,14000,-111.622307,56.160946,164584,164585,154352,154350,114404,154231,154360,178895,143689,114836,154233,154354,143700,143717,164516,113051,164519,154107,164434,154362
153567,1000,-114.575707,55.375998,163921,163923,108229,108245,163925,108294,142218,108236,108915,107548,142140,108911,108306,107467,108889,183487,142123,178277,107456,108207
153567,4000,-114.575707,55.375998,163921,163923,108229,108245,108225,163925,108294,142218,108236,108915,107548,142140,108911,108306,107467,108889,183487,142123,107456,108207
153567,5000,-114.575707,55.375998,163921,163923,108229,108245,108225,163925,108294,142218,108236,108915,142140,108911,108306,107467,108889,183487,142123,178277,107456,108207
153567,7000,-114.575707,55.375998,163921,163923,108229,108245,108225,163925,108294,142218,108236,108915,107548,142140,108911,108306,107467,108889,183487,142123,178277,107456
153567,9000,-114.575707,55.375998,163921,163923,108225,163925,108915,107548,142140,108911,109400,107467,108889,178277,107456,108207,109402,106841,110057,106735,108872,107448
153567,9500,-114.575707,55.375998,163921,163923,108225,163925,108915,107548,142140,108911,109400,107467,108889,178277,107456,108207,109402,106841,110057,106735,108872,107448
153567,10000,-114.575707,55.375998,163923,108225,163925,108889,108207,109402,108872,108206,110054,178196,163993,105968,153498,183527,105987,105984,105963,108196,108199,107441
153567,14000,-114.575707,55.375998,163921,163923,108229,108245,108225,163925,108294,142218,108236,108915,107548,142140,108911,107467,108889,183487,142123,178277,107456,108207
163923,1000,-114.601357,55.375989,108245,153567,163925,163921,108229,108294,142218,108915,108911,108306,108236,142140,108889,178277,107548,107467,142123,183487,109402,107456
163923,4000,-114.601357,55.375989,108245,153567,163925,163921,108229,108225,108294,142218,108915,108911,108306,108236,142140,108889,107548,107467,142123,183487,109402,107456
