"SitID","DEPT","DPHI","GR","ILD","NPHI","HorID"
116151,210,0.266,96.103,6.254,0.401,6000
116151,218,0.208,111.023,4.66,0.474,9000
116151,218,0.208,111.023,4.66,0.474,9500
116151,220,0.251,99.744,8.565,0.38,10000
116151,221,0.211,82.442,42.126,0.384,14000
163611,359,0.283,19.689,2.633,0.357,1000
163611,482.5,0.176,81.398,3.538,0.424,5000
163611,502,0.194,78.082,2.101,0.45,7000
163611,507,0.196,71.026,3.239,0.387,9000
163611,507,0.196,71.026,3.239,0.387,9500
163611,515,0.095,71.347,4.695,0.327,10000
163611,518,0.282,57.403,8.12,0.344,11000
163611,518,0.282,57.403,8.12,0.344,12000
163611,518,0.282,57.403,8.12,0.344,13000
163611,567.5,0.105,83.382,7.054,0.375,14000
103920,442.57,0.228,101.118,3.593,0.512,5000
106477,305,0.22,85.761,3.066,0.583,1000
106477,429,0.289,100.658,2.21,0.492,5000
106477,442,0.388,103.239,2.439,0.474,7000
106477,446,0.316,99.984,4.085,0.496,9000
106477,452.5,0.203,101.305,3.916,0.396,9500
106477,453.5,0.308,100.143,2.712,0.55,10000
106477,459,0.208,83.161,6.865,0.375,11000
106477,459,0.208,83.161,6.865,0.375,12000
106477,459,0.208,83.161,6.865,0.375,13000
106477,515,0.237,65.224,2.968,0.435,14000
105689,297.5,0.213,81.006,5.219,0.52,1000
105689,427,0.23,80.751,3.876,0.38,5000
105689,442.5,0.227,80.427,2.849,0.546,7000
105689,450,0.199,93.094,2.663,0.374,9000
105689,450,0.199,93.094,2.663,0.374,9500
105689,453.5,0.199,102.294,3.75,0.465,10000
107262,313,0.228,89.066,8.4,0.399,1000
107262,439.5,0.214,104.344,2.795,0.425,5000
107262,456,0.251,101.178,3.113,0.4,7000
107262,458.5,0.133,85.796,6.871,0.308,9000
107262,461,0.237,87.626,4.619,0.374,9500
107262,465.5,0.212,102.97,3.41,0.371,10000
107262,472,0.233,80.187,9.251,0.322,11000
107262,472,0.233,80.187,9.251,0.322,12000
107262,472,0.233,80.187,9.251,0.322,13000
107262,515.5,0.098,79.33,7.986,0.27,14000
109979,331.5,0.238,94.607,3.362,0.515,1000
109979,490,0.248,100.01,6.632,0.412,5000
109979,504,0.216,93.056,4.415,0.489,7000
109979,508,0.197,120.305,3.621,0.431,9000
109979,508,0.197,120.305,3.621,0.431,9500
109979,512.5,0.196,104.429,6.007,0.423,10000
109979,517,0.27,80.656,13.402,0.369,11000
109979,517,0.27,80.656,13.402,0.369,12000
109979,517,0.27,80.656,13.402,0.369,13000
109979,542,0.106,37.658,19.715,0.404,14000
178314,237,0.192,56.389,9.417,0.355,1000
178314,381,0.181,96.964,10,0.439,5000
178314,393,0.205,88.382,3.397,0.457,7000
178314,396,0.155,86.671,5.699,0.463,9000
178314,396,0.155,86.671,5.699,0.463,9500
178314,398,0.151,82.044,8.095,0.464,10000
178314,401,0.14,87.309,9.588,0.458,14000
103724,358,0.197,96.752,5.162,0.395,1000
103724,475.5,0.278,91.056,3.366,0.533,5000
103724,504,0.288,102.737,2.632,0.529,7000
103724,507,0.248,106.677,3.147,0.498,10000
103724,510.5,0.231,91.119,3.608,0.421,11000
103724,510.5,0.231,91.119,3.608,0.421,12000
103724,510.5,0.231,91.119,3.608,0.421,13000
103724,580,0.371,36.764,5.06,0.39,14000
164148,382.5,0.292,75.251,5.807,0.444,1000
164148,538,0.197,100.747,7.232,0.406,4000
164148,570.5,0.138,89.907,8.266,0.353,5000
164148,574,0.228,52.874,43.513,0.191,6000
164148,594,0.269,61.935,5.781,0.352,9000
164148,594,0.269,61.935,5.781,0.352,9500
164148,597,0.178,87.188,6.043,0.361,11000
164148,597,0.178,87.188,6.043,0.361,12000
164148,597,0.178,87.188,6.043,0.361,13000
164148,623.5,0.094,50.475,10.713,0.164,14000
141879,429.5,0.274,80.697,5.875,0.361,1000
141879,553,0.249,95.608,2.602,0.502,5000
141879,569,0.276,89.303,2.079,0.533,7000
141879,574,0.159,82.105,4.38,0.387,9000
141879,574,0.159,82.105,4.38,0.387,9500
141879,579,0.236,114.337,2.271,0.533,10000
141879,585,0.233,85.324,5.933,0.416,11000
141879,585,0.233,85.324,5.933,0.416,12000
141879,585,0.233,85.324,5.933,0.416,13000
141879,633,0.128,35.98,5.771,0.228,14000
104839,306,0.356,87.741,2.979,0.377,1000
104839,432,0.191,79.105,3.176,0.34,5000
104839,448,0.205,80.941,2.971,0.412,7000
104839,457.5,0.192,79.013,3.477,0.34,9000
104839,457.5,0.192,79.013,3.477,0.34,9500
104839,464,0.211,93.039,3.297,0.39,10000
104839,472.5,0.212,90.094,4.43,0.333,11000
104839,472.5,0.212,90.094,4.43,0.333,12000
104839,472.5,0.212,90.094,4.43,0.333,13000
104839,478,0.139,66.924,7.335,0.256,14000
106460,309,0.222,91.15,6.332,0.485,1000
106460,424,0.258,95.759,2.878,0.561,5000
106460,437,0.254,78.659,2.967,0.56,7000
106460,440,0.238,70.336,4.775,0.459,9000
106460,447,0.271,80.33,4.022,0.443,9500
106460,449,0.222,77.435,4.085,0.455,10000
106460,460,0.221,66.937,15.028,0.397,11000
106460,460,0.221,66.937,15.028,0.397,12000
106460,460,0.221,66.937,15.028,0.397,13000
106460,517,0.308,35.851,7.831,0.468,14000
106489,333,0.106,88.227,5.166,0.489,1000
106489,460,0.213,100.738,3.592,0.493,5000
106489,473.5,0.22,95.941,3.22,0.477,7000
106489,476.5,0.1,81.634,6.01,0.428,9000
106489,482,0.202,87.985,4.848,0.408,9500
106489,485,0.198,107.866,4.417,0.505,10000
106489,493,0.191,78.159,9.773,0.35,11000
106489,493,0.191,78.159,9.773,0.35,12000
106489,493,0.191,78.159,9.773,0.35,13000
106489,519.5,0.199,50.661,14.228,0.322,14000
107174,327,0.237,78.326,8.012,0.432,1000
107174,442,0.213,100.826,2.821,0.557,5000
107174,458,0.221,94.071,2.705,0.584,7000
107174,461,0.293,62.587,14.797,0.452,9000
107174,467,0.229,86.811,5.851,0.487,9500
107174,472,0.208,98.764,3.601,0.554,10000
107174,484.5,0.253,76.51,10.406,0.411,11000
107174,484.5,0.253,76.51,10.406,0.411,12000
107174,484.5,0.253,76.51,10.406,0.411,13000
107174,523,0.32,42.769,1.907,0.449,14000
109267,367,0.204,74.211,4.034,0.422,1000
109267,511.5,0.293,81.551,4.689,0.455,5000
109267,529,0.254,94.952,2.944,0.518,7000
109267,532.5,0.207,98.359,3.658,0.456,9000
109267,532.5,0.207,98.359,3.658,0.456,9500
109267,533.5,0.231,103.149,3.722,0.482,10000
109267,545,0.184,109.06,8.58,0.401,11000
109267,545,0.184,109.06,8.58,0.401,12000
109267,545,0.184,109.06,8.58,0.401,13000
109267,596,0.281,76.655,3.863,0.383,14000
110987,136,0.162,52.828,5.551,0.335,1000
110987,278.5,0.262,90.978,4.258,0.478,5000
110987,292,0.264,83.11,2.808,0.506,7000
110987,295.5,0.253,90.442,3.923,0.516,9000
110987,295.5,0.253,90.442,3.923,0.516,9500
110987,299,0.293,82.53,3.83,0.463,10000
110987,304,0.286,61.82,4.769,0.375,11000
110987,304,0.286,61.82,4.769,0.375,12000
110987,304,0.286,61.82,4.769,0.375,13000
110987,380,0.189,105.443,6.455,0.444,14000
178747,269,0.228,93.136,5.293,0.407,1000
178747,406,0.275,74.734,11.393,0.355,5000
178747,416,0.224,90.8,5.507,0.436,7000
178747,423,0.195,97.472,5.529,0.399,10000
178747,425,0.124,85.496,8.125,0.341,11000
178747,428,0.272,60.79,14.488,0.237,12000
178747,428,0.272,60.79,14.488,0.237,13000
105704,277.5,0.339,50.909,7.775,0.147,1000
105704,404,0.241,105.602,3.045,0.487,5000
105704,420,0.261,98.061,2.658,0.528,7000
105704,426,0.229,101.204,3.036,0.438,9000
105704,426,0.229,101.204,3.036,0.438,9500
105704,432.5,0.243,100.907,4.038,0.5,10000
105704,435.5,0.249,70.326,5.208,0.363,11000
105704,435.5,0.249,70.326,5.208,0.363,12000
105704,435.5,0.249,70.326,5.208,0.363,13000
105857,408.5,0.26,82.898,2.454,0.516,1000
105857,534,0.201,65.565,4.225,0.455,4000
105857,559,0.15,77.415,5.309,0.393,5000
105857,577.5,0.195,84.894,3.75,0.456,7000
105857,583,0.127,66.405,3.358,0.363,9000
105857,583,0.127,66.405,3.358,0.363,9500
105857,587,0.128,75.425,4.904,0.397,10000
105857,605,0.152,103.85,2.833,0.438,14000
107927,275.5,0.279,93.847,3.366,0.506,1000
107927,389.5,0.287,87.467,1.865,0.513,5000
107927,407,0.264,89.999,1.599,0.541,7000
107927,408,0.262,81.539,1.964,0.477,9000
107927,417,0,44.988,25.243,0.139,9500
107927,425,0.301,63.097,1.592,0.449,10000
107927,441.5,0.248,71.69,4.458,0.401,11000
107927,441.5,0.248,71.69,4.458,0.401,12000
107927,441.5,0.248,71.69,4.458,0.401,13000
107927,480,0.346,33.938,1.236,0.37,14000
114434,257,0.059,94.517,8.269,0.39,5000
114434,260,0.267,74.244,16.68,0.228,6000
114434,267,0.169,98.028,4.365,0.42,9000
114434,267,0.169,98.028,4.365,0.42,9500
114434,270,0.143,92.7,7.154,0.451,10000
114434,272,0.212,83.582,13.532,0.361,11000
114434,274.5,0.201,98.516,15.739,0.415,12000
114434,274.5,0.201,98.516,15.739,0.415,13000
114434,283,0.125,109.463,29.026,0.293,14000
117845,191,0.223,107.001,4.654,0.535,2000
117845,222,0.178,108.704,8.94,0.493,3000
117845,227,0.149,117.097,8.366,0.487,4000
117845,232.5,0.192,105.661,6.863,0.527,5000
117845,232.5,0.192,105.661,6.863,0.527,6000
117845,237,0.201,102.085,6.931,0.483,10000
117845,238.5,0.241,83.697,18.376,0.437,11000
117845,243,0.234,77.121,10.847,0.499,12000
117845,243,0.234,77.121,10.847,0.499,13000
141861,319,0.221,89.9,5.795,0.438,1000
141861,430,0.352,67.717,3.579,0.34,5000
141861,475,0.279,61.154,13.029,0.397,10000
141861,476.5,0.318,46.422,25.145,0.422,11000
141861,476.5,0.318,46.422,25.145,0.422,12000
141861,476.5,0.318,46.422,25.145,0.422,13000
141861,537,0.257,68.215,6.809,0.283,14000
105898,493.5,0.232,90.174,2.343,0.471,1000
105898,612,0.154,109.084,4.629,0.371,4000
105898,642,0.11,98.35,5.279,0.359,5000
105898,660.5,0.072,101.203,2.728,0.336,7000
105898,665,0.059,99.241,4.972,0.251,9000
105898,665,0.059,99.241,4.972,0.251,9500
105898,676,0.074,113.265,6.424,0.316,10000
105898,687,0,61.99,7.787,0.189,14000
108071,292,0.201,99.974,7.969,0.349,1000
108071,410.5,0.207,104.14,4.534,0.422,5000
108071,424.5,0.21,111.678,3.568,0.484,7000
108071,426.5,0.174,91.941,6.083,0.391,9000
108071,438,0.264,81.737,5.042,0.423,9500
108071,438,0.264,81.737,5.042,0.423,10000
108071,445,0.254,98.109,13.402,0.368,11000
108071,445,0.254,98.109,13.402,0.368,12000
108071,445,0.254,98.109,13.402,0.368,13000
108071,469,0.169,131.758,8.883,0.318,14000
108755,312.5,0.253,98.12,3.987,0.5,1000
108755,455.5,0.234,89.535,4.888,0.42,5000
108755,472.5,0.2,102.626,2.717,0.534,7000
108755,476,0.16,95.967,7.365,0.41,9000
108755,476,0.16,95.967,7.365,0.41,9500
108755,479,0.169,131.48,7.081,0.389,10000
108755,491.5,0.122,72.928,10.936,0.388,14000
111830,311.5,0.226,47.615,16.03,0.32,1000
111830,504.5,0.178,114.421,5.018,0.428,5000
111830,504.5,0.178,114.421,5.018,0.428,6000
111830,513.5,0.189,98.872,6.325,0.479,9000
111830,513.5,0.189,98.872,6.325,0.479,9500
111830,517,0.181,73.754,4.599,0.385,14000
141966,296,0.356,67.708,8.284,0.311,1000
141966,415,0.155,76.65,9.593,0.388,5000
141966,431,0.294,83.522,3.351,0.558,7000
141966,436.5,0.261,92.904,4.055,0.509,9000
141966,438,0.286,79.618,4.541,0.424,9500
141966,439,0.258,96.059,2.903,0.449,10000
141966,448,0.277,75.259,13.512,0.419,11000
141966,448,0.277,75.259,13.512,0.419,12000
141966,448,0.277,75.259,13.512,0.419,13000
141966,506.5,0.259,45.975,4.121,0.374,14000
111087,337.11,0.212,93.686,5.778,0.477,5000
102501,367.5,0.272,104.034,5.461,0.451,1000
102501,489.5,0.365,97.54,5.389,0.464,5000
102501,515,0.341,84.017,3.661,0.463,7000
102501,520,0.266,85.273,6.426,0.387,9000
102501,520,0.266,85.273,6.426,0.387,9500
102501,525.5,0.255,82.331,6.221,0.42,10000
102501,529,0.316,69.586,6.223,0.38,11000
102501,529,0.316,69.586,6.223,0.38,12000
102501,529,0.316,69.586,6.223,0.38,13000
102501,613,0.317,19.695,11.368,0.35,14000
104807,292,0.333,60.792,2.25,0.382,1000
104807,422,0.273,99.493,2.793,0.419,5000
104807,441,0.267,98.609,2.443,0.43,7000
104807,448,0.211,102.426,3.135,0.414,9000
104807,448,0.211,102.426,3.135,0.414,9500
104807,454,0.229,110.686,2.571,0.457,10000
104807,462,0.196,129.505,4.947,0.358,11000
104807,462,0.196,129.505,4.947,0.358,12000
104807,462,0.196,129.505,4.947,0.358,13000
104807,475,0.154,112.046,4.465,0.395,14000
108055,334,0,81.208,7.292,0.328,1000
108055,452,0.222,83.832,7.397,0.401,5000
108055,465,0.219,83.514,2.527,0.419,7000
108055,467,0.201,74.281,5.254,0.384,9000
108055,485,0.108,60.372,13.367,0.346,9500
108055,495,0.242,63.798,17.532,0.36,12000
108055,495,0.242,63.798,17.532,0.36,13000
108055,543,0.266,35.686,3.594,0.244,14000
111051,266,0.218,79.04,4.585,0.471,1000
111051,416,0.241,93.1,4.908,0.495,5000
111051,433,0.162,81.217,6.699,0.408,9000
111051,433,0.162,81.217,6.699,0.408,9500
111051,439,0.223,98.968,4.326,0.452,10000
111051,443,0.226,87.646,10.88,0.396,11000
111051,443,0.226,87.646,10.88,0.396,12000
111051,443,0.226,87.646,10.88,0.396,13000
111051,470,0.298,24.27,49.029,0.491,14000
111122,273.5,0.112,47.526,8.536,0.363,1000
111122,417,0.154,81.352,9.785,0.421,4000
111122,448,0.142,96.296,13.594,0.337,5000
111122,452,0.225,57.628,11.752,0.362,6000
111122,463.5,0.264,39.853,31.457,0.354,9000
111122,463.5,0.264,39.853,31.457,0.354,9500
111122,473,0.166,95.435,9.175,0.389,10000
111122,475,0.032,62.871,11.927,0.264,11000
111122,475,0.032,62.871,11.927,0.264,12000
111122,475,0.032,62.871,11.927,0.264,13000
111122,489,0.221,103.897,8.474,0.427,14000
105963,463,0.153,75.174,3.307,0.449,1000
105963,603,0.157,97.001,3.566,0.439,4000
105963,632,0.076,76.249,5.694,0.347,5000
105963,646.5,0.18,94.937,2.288,0.491,7000
105963,659,0.107,119.653,5.155,0.398,9000
105963,659,0.107,119.653,5.155,0.398,9500
105963,667,0.079,55.092,4.244,0.321,10000
105963,673,0.125,64.801,7.454,0.295,11000
105963,673,0.125,64.801,7.454,0.295,12000
105963,673,0.125,64.801,7.454,0.295,13000
105963,675,0.027,56.538,6.504,0.244,14000
108114,557.78,0.096,34.478,2.77,0.289,14000
112378,328.88,0.21,80.322,5.236,0.271,14000
144291,175.5,0.214,81.999,7.724,0.444,2000
144291,202,0.226,99.296,9.28,0.44,3000
144291,202,0.226,99.296,9.28,0.44,4000
144291,206.5,0.087,37.405,13.043,0.335,6000
144291,223,0.083,73.448,10.969,0.365,10000
144291,226.5,0.026,73.608,10.954,0.385,14000
141878,347.5,0.268,63.528,6.49,0.42,1000
141878,467,0.313,78.455,5.474,0.487,5000
141878,487,0.312,81.018,2.484,0.516,7000
141878,492,0.261,86.609,3.389,0.473,9000
141878,492,0.261,86.609,3.389,0.473,9500
141878,496,0.241,94.159,3.336,0.53,10000
141878,504,0.297,78.372,11.986,0.405,11000
141878,504,0.297,78.372,11.986,0.405,12000
141878,504,0.297,78.372,11.986,0.405,13000
141878,583,0.223,60.532,9,0.319,14000
106492,327,0.534,74.282,6.514,0.611,1000
106492,451.5,0.349,79.766,2.663,0.524,5000
106492,464.5,0.445,74.852,2.323,0.584,7000
106492,467,0.456,66.131,3.299,0.553,9000
106492,474.5,0.291,70.995,3.89,0.445,9500
106492,477,0.304,77.721,2.4,0.578,10000
106492,482,0.021,63.275,7.778,0.396,11000
106492,482,0.021,63.275,7.778,0.396,12000
106492,482,0.021,63.275,7.778,0.396,13000
106492,527,0.206,67.837,6.284,0.373,14000
108809,357,0.189,95.516,2.937,0.491,1000
108809,488,0.198,85.843,6.861,0.444,4000
108809,517,0.172,101.144,7.644,0.406,5000
108809,531,0.216,101.339,2.553,0.518,7000
108809,534,0.12,95.903,5.214,0.399,9000
108809,534,0.12,95.903,5.214,0.399,9500
108809,538,0.157,93.461,5.141,0.389,10000
108809,545,0.106,146.324,9.309,0.422,11000
108809,545,0.106,146.324,9.309,0.422,12000
108809,545,0.106,146.324,9.309,0.422,13000
108809,553,0.127,147.918,10.083,0.388,14000
109222,201.5,0.113,50.66,5.301,0.305,1000
109222,331.5,0.265,93.973,3.291,0.518,5000
109222,346.5,0.033,87.479,2.279,0.504,7000
109222,351.5,0.193,96.559,3.692,0.438,9000
109222,351.5,0.193,96.559,3.692,0.438,9500
109222,355.5,0.238,92.377,3.905,0.515,10000
109222,360,0.321,74.947,5.767,0.352,11000
109222,360,0.321,74.947,5.767,0.352,12000
109222,360,0.321,74.947,5.767,0.352,13000
109222,421.5,0.315,28.849,4.793,0.364,14000
115504,332,0.085,114.724,13.757,0.437,4000
115504,348,0.099,120.693,8.693,0.434,5000
115504,348,0.099,120.693,8.693,0.434,6000
115504,351.5,0.088,108.522,5.514,0.436,9000
115504,351.5,0.088,108.522,5.514,0.436,9500
115504,353.5,0.164,101.505,7.833,0.431,10000
115504,356.5,0.162,97.397,27.294,0.468,14000
144193,229,0.172,128.391,9.435,0.428,4000
144193,235,0.223,82.003,34.5,0.427,5000
144193,235,0.223,82.003,34.5,0.427,6000
144193,237,0.289,102.757,30.269,0.468,14000
179351,232.5,0.254,99.69,4.119,0.456,2000
179351,255,0.19,100.67,5.368,0.465,3000
179351,262,0.202,108.242,4.392,0.458,5000
179351,263,0.159,87.197,5.778,0.362,6000
179351,273,0.29,59.128,29.924,0.424,10000
179351,289,0.316,52.486,35.319,0.407,11000
179351,298,0.268,68.797,14.646,0.383,12000
179351,298,0.268,68.797,14.646,0.383,13000
179351,322,0.015,67.197,7.209,0.268,14000
103738,351,0.186,98.155,4.793,0.496,1000
103738,459,0.287,87.052,2.983,0.569,5000
103738,482,0.284,80.958,2.07,0.565,7000
103738,485,0.258,91.504,2.48,0.551,9000
103738,485,0.258,91.504,2.48,0.551,9500
103738,489.5,0.235,84.363,2.877,0.541,10000
103738,492,0.243,68.936,7.003,0.459,11000
103738,492,0.243,68.936,7.003,0.459,12000
103738,492,0.243,68.936,7.003,0.459,13000
103738,547.5,0.238,30.859,3.995,0.412,14000
108872,445,0.212,83.932,4.011,0.42,1000
108872,586,0.21,73.371,6.72,0.435,4000
108872,619,0.153,110.068,6.186,0.398,5000
108872,632.5,0.148,102.094,2.767,0.46,7000
108872,636,0.122,111.011,4.589,0.424,9000
108872,636,0.122,111.011,4.589,0.424,9500
108872,640,0.095,118.425,5.449,0.426,10000
108872,650,0.041,110.551,7.28,0.205,11000
108872,650,0.041,110.551,7.28,0.205,12000
108872,650,0.041,110.551,7.28,0.205,13000
108872,670,-0.575,200.434,34.05,0.362,14000
141733,340,0.188,78.13,4.184,0.216,1000
141733,458,0.221,107.031,2.083,0.481,5000
141733,479,0.166,86.68,3.337,0.319,7000
141733,485,0.167,95.796,2.912,0.403,9000
141733,485,0.167,95.796,2.912,0.403,9500
141733,490,0.181,84.688,3.762,0.312,10000
141733,493,0.126,81.746,4.805,0.316,11000
141733,493,0.126,81.746,4.805,0.316,12000
141733,493,0.126,81.746,4.805,0.316,13000
141733,525,0.118,115.238,3.981,0.37,14000
153340,308,0.187,71.787,10.215,0.308,1000
153340,429,0.367,87.052,4.071,0.545,5000
153340,444,0.274,72.854,5.084,0.466,7000
153340,447.5,0.253,78.624,6.89,0.432,9000
153340,449,0.257,86.9,3.995,0.486,9500
153340,452.5,0.25,88.434,4.254,0.491,10000
153340,461,0.284,76.156,12.561,0.389,11000
153340,461,0.284,76.156,12.561,0.389,12000
153340,461,0.284,76.156,12.561,0.389,13000
153340,515,0.153,34.206,4.414,0.341,14000
107960,328,0.336,39.877,48.739,0.079,1000
107960,450.5,0.305,93.912,5.018,0.559,5000
107960,464,0.258,85.4,3.454,0.538,7000
107960,465.5,0.336,72.089,8.365,0.534,9000
107960,498,0.308,60.491,16.216,0.492,9500
107960,498,0.308,60.491,16.216,0.492,13000
107960,559,0.305,36.158,2.872,0.364,14000
109268,417,0.193,91.114,3.164,0.571,1000
109268,559,0.246,100.623,4.814,0.498,5000
109268,579,0.218,98.858,2.559,0.569,7000
109268,583,0.194,103.727,3.749,0.513,9000
109268,583,0.194,103.727,3.749,0.513,9500
109268,584.5,0.167,90.978,3.542,0.532,10000
109268,595,0.158,114.692,7.174,0.418,11000
109268,595,0.158,114.692,7.174,0.418,12000
109268,595,0.158,114.692,7.174,0.418,13000
109268,630,0.073,131.735,5.623,0.415,14000
111054,195.5,0.316,57.562,10.098,0.422,1000
111054,351,0.237,93.137,5.908,0.415,5000
111054,365,0.17,83.02,5.75,0.393,7000
111054,370.5,0.182,95.642,3.99,0.44,9000
111054,370.5,0.182,95.642,3.99,0.44,9500
111054,372.5,0.203,99.842,5.954,0.425,10000
111054,374,0.216,88.024,5.862,0.408,11000
111054,374,0.216,88.024,5.862,0.408,12000
111054,374,0.216,88.024,5.862,0.408,13000
111054,423.5,0.078,110.911,12.367,0.349,14000
141863,335,0.2,98.99,5.587,0.385,1000
141863,452.5,0.277,86.829,3.2,0.486,5000
141863,476,0.3,81.868,2.686,0.513,7000
141863,479.5,0.243,90.295,3.841,0.488,9000
141863,479.5,0.243,90.295,3.841,0.488,9500
141863,483,0.223,85.841,4.28,0.478,10000
141863,484.5,0.021,56.173,11.915,0.283,11000
141863,484.5,0.021,56.173,11.915,0.283,12000
141863,484.5,0.021,56.173,11.915,0.283,13000
141863,548,0.319,87.644,5.705,0.34,14000
123610,275.5,0.246,112.784,3.45,0.48,2000
123610,302,0.16,125.106,5.772,0.445,3000
123610,308,0.159,117.907,4.783,0.451,5000
123610,309.5,0.121,82.074,7.051,0.433,6000
123610,317,0.323,61.834,31.921,0.433,10000
123610,322.5,0.068,50.977,32.192,0.433,14000
122317,195.5,0.211,93.616,5.941,0.399,2000
122317,221,0.179,106.594,6.653,0.428,3000
122317,226.5,0.142,86.069,6.848,0.347,5000
122317,226.5,0.142,86.069,6.848,0.347,6000
122317,238,0.264,65.469,24.426,0.392,10000
122317,244,0.248,52.892,46.218,0.354,11000
122317,251,0.236,43.687,31.263,0.397,14000
104689,478,0.242,95.59,2.265,0.504,1000
104689,595.5,0.249,101.761,2.536,0.537,5000
104689,615,0.233,100.468,2.109,0.542,7000
104689,620,0.215,110.314,2.151,0.505,9000
104689,620,0.215,110.314,2.151,0.505,9500
104689,623.5,0.235,109.651,2.438,0.526,10000
104689,630,0.226,106.676,6.022,0.359,11000
104689,630,0.226,106.676,6.022,0.359,12000
104689,630,0.226,106.676,6.022,0.359,13000
104689,681.5,0.214,110.169,9.225,0.407,14000
142890,138.5,0.213,100.427,4.107,0.523,1000
142890,270,0.248,90.223,6.371,0.489,5000
142890,282.5,0.258,85.191,5.858,0.491,7000
142890,288,0.239,99.126,4.119,0.49,9000
142890,288,0.239,99.126,4.119,0.49,9500
142890,291,0.115,83.256,11.155,0.433,10000
142890,295.5,0.253,88.07,25.547,0.388,11000
142890,295.5,0.253,88.07,25.547,0.388,12000
142890,295.5,0.253,88.07,25.547,0.388,13000
142890,403,0.208,94.613,7.902,0.448,14000
112305,283.5,0.255,92.388,3.674,0.534,9000
112305,283.5,0.255,92.388,3.674,0.534,9500
112305,291,0.316,64.286,4.372,0.48,12000
112305,291,0.316,64.286,4.372,0.48,13000
143455,200,0.254,94.011,4.16,0.542,5000
143455,211,0.344,80.218,2.959,0.467,7000
143455,218,0.274,92.867,3.308,0.481,9000
143455,218,0.274,92.867,3.308,0.481,9500
143455,220.5,0.273,87.723,5.49,0.375,10000
143455,227.5,0.324,90.395,12.064,0.247,11000
143455,227.5,0.324,90.395,12.064,0.247,12000
143455,227.5,0.324,90.395,12.064,0.247,13000
143455,296,0.204,23.088,17.979,0.388,14000
179268,224,0.22,105.278,10.012,0.37,1000
179268,335,0.186,111.91,5.936,0.472,2000
123625,369,0.226,67.632,9.816,0.358,1000
123625,485,0.229,77.394,8.233,0.425,2000
123625,504,0.14,65.257,99.483,0.398,14000
104722,301,0.3,96.742,3.129,0.387,1000
104722,424,0.253,65.415,3.517,0.364,5000
104722,443,0.242,68.079,3.056,0.407,7000
104722,451,0.187,104.625,3.042,0.322,9000
104722,451,0.187,104.625,3.042,0.322,9500
104722,453.5,0.21,77.835,3.184,0.396,10000
104722,460,0.212,66.697,4.312,0.329,11000
104722,460,0.212,66.697,4.312,0.329,12000
104722,460,0.212,66.697,4.312,0.329,13000
104722,486,0.221,41.712,3.861,0.346,14000
104751,399.59,0.25,92.65,2.944,0.687,7000
110403,277,0.253,96.267,5.135,0.513,1000
110403,427.5,0.251,81.102,4.729,0.516,5000
110403,442,0.252,86.244,2.78,0.517,7000
110403,445,0.209,84.723,5.455,0.458,9000
110403,445,0.209,84.723,5.455,0.458,9500
110403,451,0.197,95.086,4.378,0.484,10000
110403,456,0.274,86.445,8.604,0.424,11000
110403,456,0.274,86.445,8.604,0.424,12000
110403,456,0.274,86.445,8.604,0.424,13000
110403,496,0.321,65.819,3.777,0.383,14000
111100,295,0.285,103.173,3.655,0.425,1000
111100,444,0.142,86.422,16.521,0.246,4000
111100,472,0.167,114.183,12.833,0.3,5000
111100,478,0.107,98.649,15.428,0.314,7000
111100,490,0.248,60.473,18.56,0.302,9000
111100,490,0.248,60.473,18.56,0.302,9500
111100,495,0.154,114.522,6.886,0.329,10000
111100,500,0.147,89.891,11.337,0.299,11000
111100,500,0.147,89.891,11.337,0.299,12000
111100,500,0.147,89.891,11.337,0.299,13000
111100,549,0.208,75.842,4.918,0.318,14000
102497,354,0.252,88.43,3.566,0.4,1000
102497,477,0.287,73.292,5.464,0.468,5000
102497,499.5,0.315,75.983,3.556,0.494,7000
102497,502.5,0.278,63.981,7.866,0.481,9000
102497,502.5,0.278,63.981,7.866,0.481,9500
102497,511.5,0.249,82.668,6.41,0.461,10000
102497,515,0.286,63.427,5.823,0.453,11000
102497,515,0.286,63.427,5.823,0.453,12000
102497,515,0.286,63.427,5.823,0.453,13000
102497,604.5,0.229,38.233,11.748,0.367,14000
103729,353,0.224,72.234,4.978,0.465,1000
103729,471,0.315,86.72,3.506,0.476,5000
103729,492.5,0.279,93.887,2.609,0.526,7000
103729,496,0.242,88.519,3.219,0.541,9000
103729,496,0.242,88.519,3.219,0.541,9500
103729,500,0.256,110.8,2.988,0.506,10000
103729,502,0.198,71.251,8.561,0.337,11000
103729,502,0.198,71.251,8.561,0.337,12000
103729,502,0.198,71.251,8.561,0.337,13000
103729,556.5,0.198,51.434,7.344,0.425,14000
183487,382,0.211,70.712,3.652,0.362,1000
183487,527,0.154,87.81,7.354,0.337,4000
183487,557,0.121,92.487,7.964,0.33,5000
183487,569.5,0.218,100.487,2.897,0.414,7000
183487,575,0.148,98.487,9.599,0.299,14000
109952,368,0.277,75.505,12.141,0.387,1000
109952,530,0.205,87.456,6.487,0.436,5000
109952,540,0.252,97.694,2.666,0.511,7000
109952,544,0.191,100.081,7.169,0.403,9000
109952,544,0.191,100.081,7.169,0.403,9500
109952,552,0.199,115.913,9.127,0.359,10000
109952,555,0.192,96.987,12.918,0.322,11000
