header,real:6
636,0.109,108.17,6.305,0.285,13000
643,0.042,69.143,6.819,0.213,14000
334,0.54,88.484,3.255,0.561,1000
454,0.491,82.203,3.813,0.567,5000
474,0.394,71.575,2.378,0.542,7000
480.5,0.326,91.392,2.262,0.529,9000
480.5,0.326,91.392,2.262,0.529,9500
484,0.308,89.055,2.673,0.515,10000
487,0.189,72.215,6.963,0.385,11000
487,0.189,72.215,6.963,0.385,12000
487,0.189,72.215,6.963,0.385,13000
535,0.237,90.448,3.407,0.352,14000
278,0.248,84.002,3.058,0.652,1000
439,0.184,86.489,9.05,0.338,4000
457,0.185,79.688,4.554,0.376,5000
459,0.238,49.733,12.093,0.322,6000
463,0.266,44.099,10.477,0.333,10000
468,0.429,40.101,2.967,0.396,11000
468,0.429,40.101,2.967,0.396,12000
468,0.429,40.101,2.967,0.396,13000
478.5,0.44,29.214,3.769,0.4,14000
356.62,0.236,83.344,3.06,0.521,9000
356.62,0.236,83.344,3.06,0.521,9500
243,0.259,108.316,4.037,0.397,1000
359.5,0.225,118.278,4.121,0.451,2000
385,0.149,121.042,5.272,0.438,3000
390.5,0.154,120.079,5.03,0.459,5000
392,0.125,89.519,7.392,0.433,6000
398.5,0.102,27.325,38.703,0.227,14000
256,0.224,84.076,4.24,0.386,1000
381,0.284,69.424,2.771,0.421,5000
400,0.246,68.993,2.895,0.441,7000
405,0.232,73.582,3.32,0.435,9000
405,0.232,73.582,3.32,0.435,9500
408,0.254,62.453,4.62,0.349,10000
412,0.286,58.246,9.547,0.366,11000
416,0.242,71.555,10.501,0.333,12000
416,0.242,71.555,10.501,0.333,13000
488,0.142,72.765,7.83,0.392,14000
101,0.262,92.338,8.853,0.469,1000
213,0.232,106.106,5.064,0.482,2000
238,0.106,103.226,6.465,0.465,3000
244,0.156,102.12,6.304,0.46,5000
246,0.201,92.186,19.393,0.362,6000
255.5,0.298,40.559,72.402,0.365,10000
263.5,0.32,28.326,116.953,0.381,11000
269,0.288,50.346,19.435,0.396,12000
269,0.288,50.346,19.435,0.396,13000
279,0.129,73.394,11.796,0.225,14000
200,0.22,73.108,5.052,0.598,1000
337,0.295,80.528,7.415,0.495,5000
348,0.371,87.429,2.023,0.578,7000
354,0.245,97.24,3.282,0.497,9000
354,0.245,97.24,3.282,0.497,9500
355,0.242,101.23,3.667,0.485,10000
357,0.188,76.781,6.463,0.421,11000
420.5,0.105,90.76,10.576,0.422,14000
307,0.398,73.031,2.369,0.534,1000
425,0.212,94.447,2.757,0.452,5000
443,0.067,79.533,3.344,0.399,7000
450,0.177,87.026,3.16,0.444,9000
450,0.177,87.026,3.16,0.444,9500
452,0.253,95.389,3.026,0.53,10000
459,0.066,69.621,9.346,0.421,14000
122,0.253,89.51,6.002,0.564,1000
258,0.258,88.146,4.748,0.538,5000
271,0.232,82.837,3.871,0.53,7000
274,0.23,86.396,3.999,0.475,9000
274,0.23,86.396,3.999,0.475,9500
277,0.248,88.127,4.286,0.503,10000
282,0.229,89.789,4.664,0.456,11000
282,0.229,89.789,4.664,0.456,12000
282,0.229,89.789,4.664,0.456,13000
353.5,0.356,94.736,7.85,0.602,14000
219,0.325,68.738,9.63,0.462,1000
385,0.125,98.067,11.801,0.356,4000
408,0.077,91.462,13.569,0.314,5000
415,0.156,93.674,18.081,0.362,6000
425.5,0.158,97.289,11.36,0.408,9000
425.5,0.158,97.289,11.36,0.408,9500
429,0.171,88.628,18.464,0.422,10000
436,0.165,65.984,13.235,0.386,11000
436,0.165,65.984,13.235,0.386,12000
436,0.165,65.984,13.235,0.386,13000
451,0.258,74.868,16.719,0.402,14000
100,0.411,71.556,16.181,0.253,1000
